nom_Person	categorie	nb_Production	aver_Note	sum_numVotes
Michael Stahl-David	actor	20	7.2	149325
Isabelle Carré	actress	98	6.8	149311
Mark Lester	actor	34	7.2	149213
Jack Angel	actor	85	7.2	149161
Martin Clunes	actor	70	7.5	149101
Jonathan D. Mellor	actor	8	6.5	149093
Jack Doolan	actor	17	7.2	149060
Nazriya Nazim	actress	26	7.7	149052
Blair Redford	actor	8	7.3	148984
Marian Saastad Ottesen	actress	16	7.7	148961
Avan Jogia	actor	30	6.8	148951
Jillian Rose Reed	actress	17	7.2	148909
Jackie Burroughs	actress	42	6.5	148848
Lila Kedrova	actress	33	6.8	148799
Amy Birnbaum	actress	30	6.8	148797
Ananda Everingham	actor	53	6.9	148732
Biswapati Sarkar	actor	8	8.9	148707
Sachin Khedekar	actor	105	6.9	148636
Barbara Goodson	actress	123	6.9	148587
Patrick Huard	actor	42	7.3	148583
Patrick Huard	director	42	7.3	148583
Jo Marie Payton	actress	29	6.6	148548
Sylvia Miles	actress	21	7.5	148496
Bobcat Goldthwait	actor	50	7.0	148494
Bobcat Goldthwait	director	50	7.0	148494
Elke Sommer	actress	102	6.5	148396
Flora Robson	actress	71	7.0	148381
Anne Dudek	actress	21	7.0	148335
John Colicos	actor	39	6.7	148315
Kathryn Morris	actress	27	7.2	148303
Marianne Sägebrecht	actress	53	6.9	148280
Adivi Sesh	actor	20	8.1	148212
Adam James	actor	24	7.0	148195
Gail Patrick	actress	94	7.6	148104
Giuseppe Andrews	actor	22	6.5	148052
Giuseppe Andrews	director	22	6.5	148052
Maia Brewton	actress	8	7.0	148002
Joey Cramer	actor	8	6.9	147964
Elena Satine	actress	9	6.9	147924
Þorsteinn Bachmann	actor	35	6.7	147918
Larry Joe Campbell	actor	28	7.3	147800
Ornella Muti	actress	130	6.6	147779
Shin'ichirô Miki	actor	178	7.6	147768
Munetaka Aoki	actor	56	7.4	147749
Bora Todorovic	actor	48	8.2	147641
Chiwa Saitô	actress	165	7.7	147614
Josh Keaton	actor	64	7.2	147609
Michael Sorich	actor	87	8.1	147600
Robert Pralgo	actor	44	6.8	147506
J.C. MacKenzie	actor	15	7.0	147503
Robert Wieckiewicz	actor	77	6.6	147466
DaJuan Johnson	actor	8	8.5	147377
The Marx Brothers	actor	12	7.3	147360
Shaun Parkes	actor	45	6.9	147351
Mary Testa	actress	8	8.2	147257
Imani Hakim	actress	9	7.5	147236
Nam Joo-hyuk	actor	37	7.9	147211
Pablo Derqui	actor	31	6.6	147197
Jong-soo Kim	actor	13	8.2	147157
Alfonso Ribeiro	actor	15	7.8	147109
Lesley Sharp	actress	41	7.6	147048
Richard Todd	actor	95	6.9	147007
Richard Todd	director	95	6.9	147007
Paul Benjamin	actor	17	7.6	146965
Ravi Teja	actor	127	6.6	146929
Jimmy Nail	actor	16	6.5	146854
Sivakarthikeyan	actor	40	6.7	146808
Eri Kitamura	actress	191	7.3	146793
Nils Jørgen Kaalstad	actor	27	7.6	146777
Jena Sims	actress	8	6.8	146701
Gary LeRoi Gray	actor	23	7.1	146689
Aleksandar Bercek	actor	88	8.0	146579
Billie Lou Watt	actress	19	8.2	146537
Pippa Bennett-Warner	actress	18	7.8	146536
Claudio Santamaria	actor	57	6.8	146491
Sasha Alexander	actress	33	7.2	146460
Ann Eleonora Jørgensen	actress	24	7.7	146456
Sherman Augustus	actor	10	7.9	146424
Mary J. Blige	actress	12	7.0	146421
Misaki Kuno	actress	61	7.7	146390
Margaret O'Brien	actress	41	7.3	146373
Hilmir Snær Guðnason	actor	41	6.5	146352
Warner Oland	actor	121	6.7	146323
Edward Mulhare	actor	20	6.5	146265
Anthony Simcoe	actor	7	8.1	146260
Anne Brochet	actress	56	7.2	146242
Akihiko Hirata	actor	44	6.7	146238
Joseph Pilato	actor	18	7.0	146154
Henriette Steenstrup	actress	31	7.3	146115
Marco D'Amore	actor	17	8.3	146106
Anna Belknap	actress	9	6.9	146075
Laura Mennell	actress	26	7.1	146020
Hyun-Wook Lee	actor	18	6.5	145921
Karl Davies	actor	25	8.2	145906
Kate Maberly	actress	12	7.3	145869
Johnny Sekka	actor	9	8.1	145856
Seo Dong-soo	actor	9	7.1	145845
Rajesh Khanna	actor	336	7.5	145829
Masami Nagasawa	actress	96	6.8	145811
Joseph Sikora	actor	9	7.4	145810
Anders W. Berthelsen	actor	72	6.9	145672
Anders W. Berthelsen	director	72	6.9	145672
Rob Huebel	actor	36	6.9	145598
Tenzing Norgay Trainor	actor	10	6.9	145570
Sean Teale	actor	14	7.2	145537
Jerrika Hinton	actress	16	7.1	145529
Richard Johnson	actor	95	6.7	145495
Richard Johnson	director	95	6.7	145495
Dave Annable	actor	27	6.7	145469
Pascale Hutton	actress	32	7.2	145457
Hee-jin Choi	actress	13	7.1	145395
Houko Kuwashima	actress	177	7.6	145393
Jannis Niewöhner	actor	55	6.5	145380
Lizabeth Scott	actress	52	6.9	145352
Tawny Newsome	actress	19	7.1	145321
Reginald Owen	actor	106	6.9	145290
Asha Sharath	actress	35	8.1	145284
Martin Brambach	actor	58	7.5	145204
Dragan Nikolic	actor	144	8.0	145043
Dragan Nikolic	director	144	8.0	145043
Mark McKinney	actor	27	7.4	144999
Mela Lee	actress	54	7.5	144997
Fiona O'Shaughnessy	actress	8	8.4	144978
Pamela Brown	actress	28	7.0	144964
Ha Ji-Won	actress	74	6.6	144959
Hudson Leick	actress	21	6.6	144957
Norbert Leo Butz	actor	17	7.6	144781
Joe Odagiri	actor	81	7.0	144765
Joe Odagiri	director	81	7.0	144765
Elaine Cassidy	actress	29	7.3	144721
Joseph Marcell	actor	14	7.8	144707
Lou Frizzell	actor	10	7.6	144704
Eugene Pallette	actor	154	7.1	144642
Nicholas Gonzalez	actor	49	7.4	144593
Yuriy Yakovlev	actor	77	8.0	144520
Jean-Pierre Marielle	actor	142	6.7	144517
So Ji-seob	actor	52	7.4	144452
Lea Massari	actress	62	7.5	144449
Danny John-Jules	actor	20	8.0	144391
Lou Scheimer	actor	58	7.2	144305
Lou Scheimer	director	58	7.2	144305
Frank McHugh	actor	131	6.8	144201
Jill Harris	actress	60	7.8	144157
Rob Ramsay	actor	11	7.7	144149
London Brown	actor	10	7.6	144140
Hyeong-jin Kong	actor	49	7.8	144132
Brent Huff	actor	62	7.5	144128
Brent Huff	director	62	7.5	144128
Adhir Kalyan	actor	15	6.9	144086
Jack Benny	actor	52	7.9	143997
Vinodhini Vaidynathan	actress	9	8.4	143986
Ian Hunter	actor	138	6.5	143973
Paul Kaye	actor	63	7.3	143969
Toshirô Yanagiba	actor	65	7.3	143958
Shintarô Katsu	actor	167	7.2	143907
Tony Plana	actor	33	6.6	143870
Tony Plana	director	33	6.6	143870
Kris Marshall	actor	35	7.2	143822
Oliver Woollford	actor	9	8.4	143701
Yolande Moreau	actress	50	6.8	143700
Yolande Moreau	director	50	6.8	143700
Don Alder	actor	8	6.9	143641
Baris Falay	actor	19	8.1	143575
Sanae Kobayashi	actress	105	7.7	143535
Kimberly Brooks	actress	71	6.7	143461
Danny Pino	actor	22	7.4	143406
John Hodiak	actor	67	7.1	143368
Susan Clark	actress	51	6.5	143340
Satish Shah	actor	65	7.1	143305
Denis Ménochet	actor	35	6.8	143228
Luke Norris	actor	7	6.8	143175
Dana Elcar	actor	37	7.6	143159
Mildred Natwick	actress	53	7.0	143142
Riza Kocaoglu	actor	29	7.6	143107
Agnes Kittelsen	actress	22	7.5	143056
Aileen Quinn	actress	12	6.6	143046
Terence Alexander	actor	34	7.7	143032
Rentarô Mikuni	actor	167	7.6	142968
Rentarô Mikuni	director	167	7.6	142968
Craig Smith	actor	16	6.5	142952
Kenneth More	actor	68	7.2	142946
James Olson	actor	38	6.9	142929
Ben Browder	actor	37	7.6	142892
Ben Browder	director	37	7.6	142892
Jang Hyuk	actor	85	6.9	142839
Barbara Steele	actress	37	6.6	142832
Massimo Girotti	actor	93	7.1	142825
Matthias Habich	actor	93	6.6	142820
Neil Ross	actor	88	7.2	142763
Sôta Fukushi	actor	59	6.6	142693
Laura Benanti	actress	23	7.4	142678
Ryohei Kimura	actor	102	7.6	142675
Michael J. Anderson	actor	15	8.3	142669
Seth Gabel	actor	11	7.5	142622
Mehdi Nebbou	actor	55	7.5	142621
Jan Sterling	actress	61	7.5	142606
Douglas Fairbanks Jr.	actor	140	6.9	142600
Eric Elmosnino	actor	42	7.0	142522
Mike Faiola	actor	18	7.4	142500
Giovanna Mezzogiorno	actress	57	6.6	142450
Joju George	actor	83	6.8	142447
Terry Pheto	actress	10	7.1	142435
Dave Filoni	director	9	7.9	142434
Dave Filoni	actor	9	7.9	142434
Purab Kohli	actor	43	7.2	142417
Mateusz Kosciukiewicz	actor	34	6.6	142361
Doris Roberts	actress	50	7.0	142333
Eriq La Salle	actor	34	7.5	142301
Eriq La Salle	director	34	7.5	142301
Norman Alden	actor	45	7.1	142285
Amadu Mamadakov	actor	11	7.2	142280
Margaret Rutherford	actress	55	7.1	142124
Kathleen Lloyd	actress	27	6.9	142082
Tituss Burgess	actor	15	7.1	142053
Binnur Kaya	actress	28	6.8	142020
Jonathan LaPaglia	actor	28	7.0	142015
John Wray	actor	36	7.9	141988
Jeroen Perceval	actor	26	7.0	141947
Jeroen Perceval	director	26	7.0	141947
Adam Copeland	actor	21	6.9	141927
Ryan Kelley	actor	25	7.1	141921
Brett Davern	actor	11	7.3	141914
Isabella Crovetti	actress	15	7.2	141897
Samuel West	actor	45	7.2	141869
Mila Parély	actress	13	7.9	141853
Alan King	actor	30	6.6	141849
Lorenzo Music	actor	52	7.5	141777
Zerrin Tekindor	actress	19	7.4	141775
Leonard Frey	actor	17	7.9	141752
Mary Tyler Moore	actress	55	7.4	141751
Erica Lindbeck	actress	71	7.1	141729
Joanne Woodward	actress	71	6.8	141661
Jodi Balfour	actress	15	8.0	141610
Yusra Warsama	actress	8	7.5	141581
Eddie Steeples	actor	9	6.8	141541
James Cade	actor	10	7.7	141528
Bernadette Lafont	actress	134	6.7	141513
Richard Briers	actor	66	7.5	141486
Kengo Kawanishi	actor	39	7.9	141387
Taylor Cole	actress	60	6.5	141355
Taylor Cole	actor	60	6.5	141355
Toshihiko Seki	actor	114	7.2	141348
Park Sung-woong	actor	55	7.5	141313
Massimo Troisi	actor	26	7.7	141309
Annie Golden	actress	15	7.2	141256
Bogdan Diklic	actor	83	8.0	141254
David Kaufman	actor	28	7.4	141229
La La Anthony	actress	10	7.3	141219
Dan Milano	actor	16	7.7	141202
Dan Milano	director	16	7.7	141202
Rosemary Clooney	actress	10	7.5	141200
Andrzej Chyra	actor	81	6.8	141151
Mari Devon	actress	78	6.6	141114
Olan Rogers	director	11	8.0	141003
Olan Rogers	actor	11	8.0	141003
Elizabeth Gillies	actress	18	6.6	140998
Rio Kanno	actress	21	6.8	140980
Barbara Harris	actress	30	6.6	140909
José Zúñiga	actor	24	6.6	140731
Louis Wolheim	actor	37	7.9	140728
Rotimi	actor	12	7.9	140651
Kevin Rahm	actor	13	7.4	140577
Milton Berle	actor	35	7.4	140536
Babak Karimi	actor	28	7.6	140514
Wrenn Schmidt	actress	8	7.5	140416
Ayesha Jhulka	actress	89	7.4	140406
Jean Yanne	actor	101	6.9	140390
Jean Yanne	director	101	6.9	140390
Kaniehtiio Horn	actress	29	6.9	140385
Lisa Loven Kongsli	actress	10	7.1	140380
George Finn	actor	8	6.5	140352
Bertie Carvel	actor	13	7.2	140339
Kikuko Inoue	actress	195	7.5	140290
Cristiana Dell'Anna	actress	15	8.3	140247
Alan Marshal	actor	40	6.8	140217
Sandrine Kiberlain	actress	101	6.5	140143
Sandrine Kiberlain	director	101	6.5	140143
Kinuyo Tanaka	actress	100	7.9	140143
Kinuyo Tanaka	director	100	7.9	140143
Lucy DeVito	actress	13	6.7	140126
Jean-Marie Lamour	actor	9	6.7	140124
Hanna Schygulla	actress	84	7.2	140066
Tara Sands	actress	106	7.3	140043
Chandler Kinney	actress	14	7.7	140033
Eiko Masuyama	actress	117	7.5	140027
Patrick Fischler	actor	12	7.7	140021
Yûko Sanpei	actress	83	7.2	140003
Janice Kawaye	actress	44	7.3	139989
Stephanie Lemelin	actress	26	8.3	139974
David Yelland	actor	8	8.6	139962
Mehdi Dehbi	actor	17	7.5	139839
Joachim Król	actor	81	6.8	139814
Caroline Brazier	actress	20	6.6	139812
Charlie	actor	88	8.5	139792
Charlie	actress	88	8.5	139792
Sandra Dickinson	actress	22	8.2	139761
Esther Anil	actress	23	8.4	139726
Numan Acar	actor	21	6.9	139673
David DeLuise	actor	45	6.9	139669
Kim Tae-ri	actress	12	7.3	139634
Elizabeth Bowen	actress	10	8.0	139591
Patrick Page	actor	7	6.8	139587
Kevin Bishop	actor	46	6.5	139584
Kevin Bishop	director	46	6.5	139584
Aaron Moorhead	actor	20	6.5	139511
Aaron Moorhead	director	20	6.5	139511
Michael Cudlitz	actor	37	7.6	139487
Meredith Hagner	actress	29	6.9	139472
Guillermo Francella	actor	82	6.5	139461
Richard Bebb	actor	7	8.6	139446
Paul Dinello	actor	10	8.0	139416
Paul Dinello	director	10	8.0	139416
Brad Leland	actor	13	8.6	139196
Blake Anderson	actor	29	6.5	139179
Danilo 'Bata' Stojkovic	actor	72	8.6	139154
Claudia Gerini	actress	80	7.0	139126
Nobutoshi Canna	actor	53	8.5	139093
Carl Möhner	actor	49	7.8	139046
Natthaweeranuch Thongmee	actress	16	7.0	138996
Alfonso Herrera	actor	36	7.5	138968
Inger Stevens	actress	34	6.8	138913
Mason Cook	actor	9	6.6	138906
Mary-Margaret Humes	actress	39	6.9	138849
Barton MacLane	actor	163	6.9	138839
Jason Gann	actor	9	7.7	138796
Wen Jiang	actor	60	7.1	138795
Wen Jiang	director	60	7.1	138795
Tanikella Bharani	actor	246	6.6	138789
Tanikella Bharani	director	246	6.6	138789
Yi Huang	actress	46	6.8	138762
Yi Huang	director	46	6.8	138762
Yi Huang	actor	46	6.8	138762
Tequan Richmond	actor	18	7.2	138759
Makio Inoue	actor	108	7.5	138691
Masahiro Motoki	actor	61	7.6	138685
Waheeda Rehman	actress	164	7.3	138663
Reed Diamond	actor	37	7.8	138656
Marie-Anne Chazel	actress	47	6.7	138616
Marie-Anne Chazel	director	47	6.7	138616
Molly Picon	actress	12	7.9	138612
Norma Crane	actress	9	8.0	138606
Lior Ashkenazi	actor	61	6.9	138580
Lior Ashkenazi	director	61	6.9	138580
Bruno Cremer	actor	101	7.4	138551
Paul Benedict	actor	20	6.8	138527
Tom Goodman-Hill	actor	30	7.6	138489
Katsuyuki Konishi	actor	163	7.6	138453
Go Min-Si	actress	22	7.2	138394
Ai Kakuma	actress	88	6.7	138389
Ahmet Kural	actor	28	7.6	138350
Katie Findlay	actress	25	7.1	138347
Martina García	actress	24	7.2	138323
Mark Lee	actor	90	7.3	138301
Mark Lee	director	90	7.3	138301
Natalie Press	actress	19	6.7	138228
Yuki Ono	actor	82	7.6	138211
Risa Taneda	actress	71	8.1	138195
Casey Wilson	actress	23	7.4	138107
Jill Clayburgh	actress	67	6.7	138052
Gösta Ekman	actor	126	6.8	137969
Gösta Ekman	director	126	6.8	137969
Nina Sosanya	actress	35	7.7	137968
Pierre Fresnay	actor	80	7.9	137962
Satyadeep Misra	actor	23	7.2	137865
R.H. Thomson	actor	55	8.2	137856
Neville Brand	actor	72	6.9	137839
Gijs Blom	actor	27	7.0	137810
Nivetha Thomas	actress	25	7.0	137803
Cathy Tyson	actress	29	6.9	137742
Park Bo-young	actress	42	7.4	137730
Robert Stadlober	actor	55	6.9	137727
Derek Mio	actor	7	7.9	137650
Barry Gordon	actor	44	7.7	137648
Gajraj Rao	actor	16	7.2	137634
Hannah Murray	actress	17	7.4	137620
Jean Servais	actor	69	7.8	137611
Bill Melendez	actor	120	8.2	137611
Bill Melendez	director	120	8.2	137611
Tristan Rogers	actor	11	6.8	137552
Jinglei Xu	actress	38	6.9	137551
Jinglei Xu	director	38	6.9	137551
Sakari Kuosmanen	actor	16	7.5	137548
Jules Sitruk	actor	21	7.4	137500
Daniel Balaji	actor	45	7.7	137474
Richard Blackburn	director	28	6.6	137455
Richard Blackburn	actor	28	6.6	137455
Shobana	actress	169	8.1	137422
Shobana	actor	169	8.1	137422
Anastasia Griffith	actress	13	7.8	137379
Janet Hubert	actress	9	7.9	137366
Felecia Angelle	actress	100	7.3	137348
Chinatsu Akasaki	actress	78	7.2	137307
Mukesh	actor	280	7.1	137193
David Cubitt	actor	49	6.8	137177
John Henshaw	actor	25	7.0	137162
Nicole Oliver	actress	102	7.1	137153
Alan Reed	actor	43	7.4	137139
Ricky Schroder	actor	78	6.6	137045
Ricky Schroder	director	78	6.6	137045
Marc Bendavid	actor	14	7.4	137041
James Arness	actor	28	7.1	137025
Eero Milonoff	actor	27	6.9	137015
Laurent Capelluto	actor	20	7.2	137014
Julie Ann Taylor	actress	46	8.2	136985
Kevin McDonald	actor	33	7.6	136971
Mick Lally	actor	14	7.6	136903
Sarah Alexander	actress	32	8.3	136887
Michael Paul Chan	actor	25	7.6	136876
Carolyn Jones	actress	52	7.2	136825
Carolyn Jones	director	52	7.2	136825
Raj Arjun	actor	26	7.2	136762
Max Casella	actor	34	7.6	136718
Nur Fettahoglu	actress	25	6.7	136712
Bailey Chase	actor	27	7.9	136695
Jesse Lee Soffer	actor	12	7.8	136671
Carl McDowell	actor	7	7.6	136659
Nicolas Duvauchelle	actor	64	6.6	136639
Beren Saat	actress	21	6.9	136622
Thilakan	actor	171	8.2	136561
Tracy Middendorf	actress	8	7.1	136516
Roland Young	actor	126	6.9	136478
Felicia Farr	actress	31	7.3	136415
David Walliams	actor	40	6.9	136408
Francesca Marie Smith	actress	15	7.3	136373
Joan Leslie	actress	60	7.4	136351
Laith Nakli	actor	10	6.8	136328
Eric Edelstein	actor	28	6.9	136298
Gary Owens	actor	43	7.1	136286
Katja Herbers	actress	28	7.5	136270
Kim Mi-Kyung	actress	80	7.9	136265
Rhys Coiro	actor	34	7.1	136249
Kaitlyn Robrock	actress	23	6.6	136241
Peter Gerety	actor	18	8.1	136147
Lee Meriwether	actress	47	6.5	136144
Brandon De Wilde	actor	20	7.6	136115
Jean Sorel	actor	78	7.3	136096
Khaled El-Sawi	actor	64	7.4	136049
Grant George	actor	73	7.6	136035
Karen Robinson	actress	13	8.3	136029
Peter Mygind	actor	33	7.6	136020
Hamza Ali Abbasi	actor	20	7.9	136017
Cynthia Ettinger	actress	7	8.4	135996
Hazel Court	actress	47	6.7	135993
Reina Ueda	actress	99	7.6	135966
Vikky Kumar	actor	8	8.3	135930
Jo Han-chul	actor	69	8.1	135891
Deborah Pratt	actress	7	7.8	135861
Deborah Pratt	director	7	7.8	135861
Dorian Brown Pham	actress	9	7.7	135860
Jordan Bridges	actor	29	7.3	135680
David Wilmot	actor	31	7.2	135600
Richard Mylan	actor	11	7.5	135586
Pääru Oja	actor	16	7.1	135545
Vincent Macaigne	actor	54	6.7	135474
Vincent Macaigne	director	54	6.7	135474
Bob Einstein	actor	20	8.7	135406
Bob Einstein	director	20	8.7	135406
Mahima Chaudhry	actress	59	6.6	135379
Eun-ju Lee	actress	22	7.9	135344
Alexxis Lemire	actress	11	6.6	135341
Mary Beth Hurt	actress	24	6.7	135329
Ali Mosaffa	actor	57	7.4	135316
Ali Mosaffa	director	57	7.4	135316
Sergey Garmash	actor	124	6.6	135309
Donnell Rawlings	actor	10	8.7	135307
Kim Hae-sook	actress	90	7.7	135284
Kelly McCormack	actress	15	7.3	135269
Ann Miller	actress	63	7.3	135253
Claudia Black	actress	22	8.0	135241
N!xau	actor	8	7.2	135227
Karl Theobald	actor	15	7.0	135201
Juan Ferrara	actor	51	7.8	135121
Sarath Kumar	actor	111	6.9	135096
Lauren Lane	actress	9	7.0	135081
Greg Ellis	actor	29	7.2	135064
Greg Ellis	director	29	7.2	135064
Mete Horozoglu	actor	25	7.7	135010
Jean Louisa Kelly	actress	43	6.8	134861
Margaret Sullavan	actress	37	7.8	134839
Alyson Court	actress	54	6.6	134829
Yoo Su-bin	actor	14	8.5	134794
John Cameron Mitchell	actor	18	7.6	134768
John Cameron Mitchell	director	18	7.6	134768
Julie Adams	actress	73	6.7	134767
Tanuj Virwani	actor	26	7.7	134761
Stefano Accorsi	actor	75	6.8	134695
Dustin Diamond	actor	30	6.8	134620
Ronee Blakley	actress	17	7.4	134607
Ellen Muth	actress	14	8.0	134489
Kim In-kwon	actor	57	7.0	134479
Alex Scott	actor	17	6.7	134450
Joanna Vanderham	actress	17	8.0	134445
Megan Follows	actress	63	6.8	134432
Megan Follows	director	63	6.8	134432
Vince Colosimo	actor	39	6.9	134404
Tamio Ôki	actor	35	7.4	134351
Chiranjeevi	actor	341	6.5	134341
Laraine Day	actress	81	7.0	134281
Sammi Davis	actress	26	6.6	134205
Jamal Woolard	actor	21	6.7	134167
Ntare Guma Mbaho Mwine	director	17	7.6	134158
Ntare Guma Mbaho Mwine	actor	17	7.6	134158
McCaul Lombardi	actor	7	7.0	134150
Kim Tae-woo	actor	65	7.7	134124
Wil Traval	actor	8	7.6	134102
Béatrice Dalle	actress	68	6.5	134077
Alun Armstrong	actor	61	7.3	134050
Doug Preis	actor	19	7.6	134031
Anjali	actress	74	6.9	134015
Anjali	actor	74	6.9	134015
David Roper	actor	7	7.5	133929
Yu Hayashi	actor	18	8.4	133887
Annie Wersching	actress	10	7.6	133868
Rick Warden	actor	15	8.4	133859
Dan Hennessey	actor	70	6.6	133762
Joe Absolom	actor	22	6.7	133738
Henry Corden	actor	130	7.2	133697
Liza Lapira	actress	24	6.5	133657
Jim Byrnes	actor	94	7.1	133620
Elisabeth Sladen	actress	15	8.2	133579
Jacob Buster	actor	18	7.2	133545
Mikako Komatsu	actress	158	7.3	133545
John McIntire	actor	71	6.7	133512
Dorothy Malone	actress	94	6.5	133490
Mr. T	actor	20	7.2	133422
Kay E. Kuter	actor	9	6.6	133417
Raymond Ablack	actor	19	7.0	133411
Oskar Homolka	actor	61	6.8	133379
Jeong-lee Hwang	actor	81	7.0	133353
Jeong-lee Hwang	director	81	7.0	133353
Jason Douglas	actor	139	7.3	133307
Hae-yeon Kil	actress	40	7.1	133272
Purnendu Bhattacharya	actor	8	8.9	133268
Zoë Tapper	actress	37	6.8	133218
Joanna Going	actress	37	6.5	133194
Albert Tsai	actor	10	6.9	133167
Murali Sharma	actor	63	7.2	133159
Dean Wein	actor	9	8.2	133158
Kim Jung-hyun	actor	46	8.6	133149
Petra Martínez	actress	11	7.2	133117
Katy Jurado	actress	73	6.9	133024
Kriss Dosanjh	actor	8	7.3	133006
Andy Merrill	actor	25	7.3	132995
Rosanna DeSoto	actress	16	6.6	132944
Jake Horowitz	actor	10	6.6	132944
Jake Horowitz	director	10	6.6	132944
Will Choi	actor	10	7.9	132938
Cecily Strong	actress	10	7.8	132892
Javad Ezati	actor	83	6.6	132884
Shun Oguri	actor	112	7.1	132877
Denis Moschitto	actor	39	7.0	132862
Romy Rosemont	actress	20	7.1	132858
Andrea Libman	actress	120	7.0	132853
Cal Dodd	actor	9	8.5	132834
Nicolas Marié	actor	51	6.9	132833
Angel Parker	actress	19	6.9	132812
Arthur Malet	actor	15	7.4	132807
Sarah Levy	director	8	8.4	132719
Sarah Levy	actress	8	8.4	132719
Alban Lenoir	actor	38	6.6	132688
Jason Miller	actor	36	6.5	132667
Jason Miller	director	36	6.5	132667
Tom Wlaschiha	actor	29	7.0	132651
Dennis Haskins	actor	35	6.6	132634
Gabrielle Rose	actress	55	6.8	132633
Börje Ahlstedt	actor	49	7.5	132609
Andy Griffith	actor	57	7.5	132603
Gary Merrill	actor	66	7.1	132595
Michael Showalter	actor	31	6.6	132589
Michael Showalter	director	31	6.6	132589
Hiroki Hasegawa	actor	46	6.5	132568
Arturo Castro	actor	34	6.7	132560
Vineet Kumar Singh	actor	14	7.4	132528
Takako Matsu	actress	40	7.5	132515
Remo Girone	actor	63	6.6	132493
Leo Howard	actor	21	6.9	132493
Kay Francis	actress	140	7.1	132452
Brigitte Fossey	actress	80	7.1	132399
Lili Mirojnick	actress	12	7.7	132366
Shelley Berman	actor	11	8.7	132357
Shelley Berman	director	11	8.7	132357
Aleksandr Demyanenko	actor	55	8.3	132246
Peter Gadiot	actor	11	7.6	132245
Mamta Mohandas	actress	82	7.0	132229
Edie Adams	actress	28	6.9	132225
Chris Haywood	actor	85	6.6	132223
Ilker Kizmaz	actor	30	7.9	132198
Melinda McGraw	actress	18	6.5	132188
Siu-Ho Chin	actor	109	7.0	132126
Sydney Penny	actress	34	7.2	132097
Claudia Doumit	actress	10	7.6	132085
Will Geer	actor	62	7.3	132061
Kaliprasad Mukherjee	actor	23	8.2	132020
Rachel Bloom	actress	21	6.7	131954
Jisshu Sengupta	actor	76	6.6	131905
Will Estes	actor	26	7.6	131877
Betsy Randle	actress	9	8.1	131774
Sebastian Rudolph	actor	22	7.3	131726
Ann Turkel	actress	23	6.6	131722
David Vincent	director	37	8.2	131682
David Vincent	actor	37	8.2	131682
Corrine Koslo	actress	7	8.4	131628
Amrita Puri	actress	18	7.2	131625
Mehran Modiri	actor	46	7.0	131624
Michaela Dietz	actress	18	8.1	131598
Tomisaburô Wakayama	actor	137	7.2	131597
Valérie Lemercier	actress	35	6.6	131565
Sajjad Dolati	actor	18	7.5	131527
Rena Owen	actress	37	7.2	131460
Ken'ichirô Matsuda	actor	35	7.8	131447
Alyvia Alyn Lind	actress	19	6.8	131447
Jacques Morel	actor	34	7.2	131385
